environment,genotype,block,value,trait,trait_label
HN2024,Fm250,2,113,height_cm,Plant height (cm)
HN2024,Fm250,3,132,height_cm,Plant height (cm)
HN2024,Fm3,1,120,height_cm,Plant height (cm)
HN2024,Fm3,2,104,height_cm,Plant height (cm)
HN2024,Fm3,3,101,height_cm,Plant height (cm)
HN2024,Fm321,1,100,height_cm,Plant height (cm)
HN2024,Fm321,2,81,height_cm,Plant height (cm)
HN2024,Fm321,3,89,height_cm,Plant height (cm)
HN2024,Fm322,1,107,height_cm,Plant height (cm)
HN2024,Fm322,2,106,height_cm,Plant height (cm)
HN2024,Fm322,3,102,height_cm,Plant height (cm)
HN2024,Fm337,1,85,height_cm,Plant height (cm)
HN2024,Fm337,2,102,height_cm,Plant height (cm)
HN2024,Fm337,3,100,height_cm,Plant height (cm)
HN2024,Fm341,1,103,height_cm,Plant height (cm)
HN2024,Fm341,2,90,height_cm,Plant height (cm)
HN2024,Fm341,3,101,height_cm,Plant height (cm)
HN2024,Fm343,1,138,height_cm,Plant height (cm)
HN2024,Fm343,2,132,height_cm,Plant height (cm)
HN2024,Fm343,3,122,height_cm,Plant height (cm)
HN2024,Fm344,1,88,height_cm,Plant height (cm)
HN2024,Fm344,2,94,height_cm,Plant height (cm)
HN2024,Fm344,3,80,height_cm,Plant height (cm)
HN2024,Fm345,1,100,height_cm,Plant height (cm)
HN2024,Fm345,2,110,height_cm,Plant height (cm)
HN2024,Fm345,3,110,height_cm,Plant height (cm)
HN2024,Fm346,1,106,height_cm,Plant height (cm)
HN2024,Fm346,2,86,height_cm,Plant height (cm)
HN2024,Fm346,3,100,height_cm,Plant height (cm)
HN2024,Fm347,1,102,height_cm,Plant height (cm)
HN2024,Fm347,2,106,height_cm,Plant height (cm)
HN2024,Fm347,3,102,height_cm,Plant height (cm)
HN2024,Fm349,1,115,height_cm,Plant height (cm)
HN2024,Fm349,2,110,height_cm,Plant height (cm)
HN2024,Fm349,3,112,height_cm,Plant height (cm)
HN2024,Fm351,1,105,height_cm,Plant height (cm)
HN2024,Fm351,2,116,height_cm,Plant height (cm)
HN2024,Fm351,3,104,height_cm,Plant height (cm)
HN2024,Fm352,1,105,height_cm,Plant height (cm)
HN2024,Fm352,2,104,height_cm,Plant height (cm)
HN2024,Fm352,3,113,height_cm,Plant height (cm)
HN2024,Fm354,1,108,height_cm,Plant height (cm)
HN2024,Fm354,2,116,height_cm,Plant height (cm)
HN2024,Fm354,3,101,height_cm,Plant height (cm)
HN2024,Fm355,1,90,height_cm,Plant height (cm)
HN2024,Fm355,2,105,height_cm,Plant height (cm)
HN2024,Fm355,3,91,height_cm,Plant height (cm)
HN2024,Fm356,1,95,height_cm,Plant height (cm)
HN2024,Fm356,2,110,height_cm,Plant height (cm)
HN2024,Fm356,3,100,height_cm,Plant height (cm)
HN2024,Fm358,1,97,height_cm,Plant height (cm)
HN2024,Fm358,2,114,height_cm,Plant height (cm)
HN2024,Fm358,3,110,height_cm,Plant height (cm)
HN2024,Fm359,1,113,height_cm,Plant height (cm)
HN2024,Fm359,2,106,height_cm,Plant height (cm)
HN2024,Fm359,3,113,height_cm,Plant height (cm)
HN2024,Fm36,1,120,height_cm,Plant height (cm)
HN2024,Fm36,2,110,height_cm,Plant height (cm)
HN2024,Fm36,3,121,height_cm,Plant height (cm)
HN2024,Fm361,1,102,height_cm,Plant height (cm)
HN2024,Fm361,3,118,height_cm,Plant height (cm)
HN2024,Fm363,1,105,height_cm,Plant height (cm)
HN2024,Fm363,2,117,height_cm,Plant height (cm)
HN2024,Fm363,3,120,height_cm,Plant height (cm)
HN2024,Fm364,1,94,height_cm,Plant height (cm)
HN2024,Fm364,2,100,height_cm,Plant height (cm)
HN2024,Fm364,3,90,height_cm,Plant height (cm)
HN2024,Fm365,1,110,height_cm,Plant height (cm)
HN2024,Fm365,2,105,height_cm,Plant height (cm)
HN2024,Fm365,3,110,height_cm,Plant height (cm)
HN2024,Fm366,1,95,height_cm,Plant height (cm)
HN2024,Fm366,2,89,height_cm,Plant height (cm)
HN2024,Fm366,3,95,height_cm,Plant height (cm)
HN2024,Fm368,1,100,height_cm,Plant height (cm)
HN2024,Fm368,2,110,height_cm,Plant height (cm)
HN2024,Fm368,3,106,height_cm,Plant height (cm)
HN2024,Fm369,1,90,height_cm,Plant height (cm)
HN2024,Fm369,2,85,height_cm,Plant height (cm)
HN2024,Fm369,3,75,height_cm,Plant height (cm)
HN2024,Fm370,1,100,height_cm,Plant height (cm)
HN2024,Fm370,2,122,height_cm,Plant height (cm)
HN2024,Fm370,3,97,height_cm,Plant height (cm)
HN2024,Fm372,1,96,height_cm,Plant height (cm)
HN2024,Fm372,2,102,height_cm,Plant height (cm)
HN2024,Fm372,3,102,height_cm,Plant height (cm)
HN2024,Fm375,1,115,height_cm,Plant height (cm)
HN2024,Fm375,2,105,height_cm,Plant height (cm)
HN2024,Fm375,3,105,height_cm,Plant height (cm)
HN2024,Fm376,1,110,height_cm,Plant height (cm)
HN2024,Fm376,2,113,height_cm,Plant height (cm)
HN2024,Fm376,3,102,height_cm,Plant height (cm)
HN2024,Fm377,1,106,height_cm,Plant height (cm)
HN2024,Fm377,2,106,height_cm,Plant height (cm)
HN2024,Fm377,3,104,height_cm,Plant height (cm)
HN2024,Fm378,1,113,height_cm,Plant height (cm)
HN2024,Fm378,2,110,height_cm,Plant height (cm)
HN2024,Fm378,3,105,height_cm,Plant height (cm)
HN2024,Fm379,1,101,height_cm,Plant height (cm)
HN2024,Fm379,2,105,height_cm,Plant height (cm)
HN2024,Fm379,3,109,height_cm,Plant height (cm)
HN2024,Fm380,1,98,height_cm,Plant height (cm)
HN2024,Fm380,2,123,height_cm,Plant height (cm)
HN2024,Fm380,3,109,height_cm,Plant height (cm)
HN2024,Fm381,1,119,height_cm,Plant height (cm)
HN2024,Fm381,2,105,height_cm,Plant height (cm)
HN2024,Fm381,3,120,height_cm,Plant height (cm)
HN2024,Fm382,1,89,height_cm,Plant height (cm)
HN2024,Fm382,2,94,height_cm,Plant height (cm)
HN2024,Fm382,3,93,height_cm,Plant height (cm)
HN2024,Fm384,1,90,height_cm,Plant height (cm)
HN2024,Fm384,2,83,height_cm,Plant height (cm)
HN2024,Fm384,3,89,height_cm,Plant height (cm)
HN2024,Fm387,1,96,height_cm,Plant height (cm)
HN2024,Fm387,2,100,height_cm,Plant height (cm)
HN2024,Fm387,3,95,height_cm,Plant height (cm)
HN2024,Fm388,1,104,height_cm,Plant height (cm)
HN2024,Fm388,2,100,height_cm,Plant height (cm)
HN2024,Fm388,3,90,height_cm,Plant height (cm)
HN2024,Fm389,1,81,height_cm,Plant height (cm)
HN2024,Fm389,2,85,height_cm,Plant height (cm)
HN2024,Fm389,3,83,height_cm,Plant height (cm)
HN2024,Fm391,1,105,height_cm,Plant height (cm)
HN2024,Fm391,2,100,height_cm,Plant height (cm)
HN2024,Fm391,3,109,height_cm,Plant height (cm)
HN2024,Fm392,1,90,height_cm,Plant height (cm)
HN2024,Fm392,2,110,height_cm,Plant height (cm)
HN2024,Fm392,3,95,height_cm,Plant height (cm)
HN2024,Fm394,1,97,height_cm,Plant height (cm)
HN2024,Fm394,2,92,height_cm,Plant height (cm)
HN2024,Fm394,3,95,height_cm,Plant height (cm)
HN2024,Fm395,1,108,height_cm,Plant height (cm)
HN2024,Fm395,2,116,height_cm,Plant height (cm)
HN2024,Fm395,3,117,height_cm,Plant height (cm)
HN2024,Fm396,1,90,height_cm,Plant height (cm)
HN2024,Fm396,2,90,height_cm,Plant height (cm)
HN2024,Fm396,3,90,height_cm,Plant height (cm)
HN2024,Fm398,1,90,height_cm,Plant height (cm)
HN2024,Fm398,3,100,height_cm,Plant height (cm)
HN2024,Fm400,1,110,height_cm,Plant height (cm)
HN2024,Fm400,2,95,height_cm,Plant height (cm)
HN2024,Fm400,3,105,height_cm,Plant height (cm)
HN2024,Fm401,1,92,height_cm,Plant height (cm)
HN2024,Fm401,2,107,height_cm,Plant height (cm)
HN2024,Fm401,3,100,height_cm,Plant height (cm)
HN2024,Fm402,1,110,height_cm,Plant height (cm)
HN2024,Fm402,2,110,height_cm,Plant height (cm)
HN2024,Fm402,3,107,height_cm,Plant height (cm)
HN2024,Fm404,2,108,height_cm,Plant height (cm)
HN2024,Fm404,3,109,height_cm,Plant height (cm)
HN2024,Fm405,1,120,height_cm,Plant height (cm)
HN2024,Fm405,2,107,height_cm,Plant height (cm)
HN2024,Fm405,3,118,height_cm,Plant height (cm)
HN2024,Fm406,1,108,height_cm,Plant height (cm)
HN2024,Fm406,2,105,height_cm,Plant height (cm)
HN2024,Fm406,3,95,height_cm,Plant height (cm)
HN2024,Fm407,1,103,height_cm,Plant height (cm)
HN2024,Fm407,2,99,height_cm,Plant height (cm)
HN2024,Fm407,3,110,height_cm,Plant height (cm)
HN2024,Fm41,1,108,height_cm,Plant height (cm)
HN2024,Fm41,2,92,height_cm,Plant height (cm)
HN2024,Fm41,3,93,height_cm,Plant height (cm)
HN2024,Fm410,1,102,height_cm,Plant height (cm)
HN2024,Fm410,2,104,height_cm,Plant height (cm)
HN2024,Fm410,3,110,height_cm,Plant height (cm)
HN2024,Fm411,1,100,height_cm,Plant height (cm)
HN2024,Fm411,2,94,height_cm,Plant height (cm)
HN2024,Fm411,3,110,height_cm,Plant height (cm)
HN2024,Fm412,1,82,height_cm,Plant height (cm)
HN2024,Fm412,2,87,height_cm,Plant height (cm)
HN2024,Fm412,3,91,height_cm,Plant height (cm)
HN2024,Fm413,1,85,height_cm,Plant height (cm)
HN2024,Fm413,2,100,height_cm,Plant height (cm)
HN2024,Fm413,3,91,height_cm,Plant height (cm)
HN2024,Fm414,1,92,height_cm,Plant height (cm)
HN2024,Fm414,2,96,height_cm,Plant height (cm)
HN2024,Fm414,3,93,height_cm,Plant height (cm)
HN2024,Fm415,1,90,height_cm,Plant height (cm)
HN2024,Fm415,2,102,height_cm,Plant height (cm)
HN2024,Fm415,3,88,height_cm,Plant height (cm)
HN2024,Fm416,1,117,height_cm,Plant height (cm)
HN2024,Fm416,2,112,height_cm,Plant height (cm)
HN2024,Fm416,3,113,height_cm,Plant height (cm)
HN2024,Fm417,1,111,height_cm,Plant height (cm)
HN2024,Fm417,2,108,height_cm,Plant height (cm)
HN2024,Fm417,3,102,height_cm,Plant height (cm)
HN2024,Fm418,1,88,height_cm,Plant height (cm)
HN2024,Fm418,2,98,height_cm,Plant height (cm)
HN2024,Fm418,3,83,height_cm,Plant height (cm)
HN2024,Fm419,1,89,height_cm,Plant height (cm)
HN2024,Fm419,2,104,height_cm,Plant height (cm)
HN2024,Fm419,3,90,height_cm,Plant height (cm)
HN2024,Fm420,1,93,height_cm,Plant height (cm)
HN2024,Fm420,2,105,height_cm,Plant height (cm)
HN2024,Fm420,3,95,height_cm,Plant height (cm)
HN2024,Fm421,1,105,height_cm,Plant height (cm)
HN2024,Fm421,2,107,height_cm,Plant height (cm)
HN2024,Fm421,3,107,height_cm,Plant height (cm)
HN2024,Fm428,1,97,height_cm,Plant height (cm)
HN2024,Fm428,2,90,height_cm,Plant height (cm)
HN2024,Fm428,3,78,height_cm,Plant height (cm)
HN2024,Fm429,1,125,height_cm,Plant height (cm)
HN2024,Fm429,2,125,height_cm,Plant height (cm)
HN2024,Fm429,3,141,height_cm,Plant height (cm)
HN2024,Fm43,1,93,height_cm,Plant height (cm)
HN2024,Fm43,2,87,height_cm,Plant height (cm)
HN2024,Fm43,3,92,height_cm,Plant height (cm)
HN2024,Fm44,1,109,height_cm,Plant height (cm)
HN2024,Fm44,2,104,height_cm,Plant height (cm)
HN2024,Fm44,3,90,height_cm,Plant height (cm)
HN2024,Fm442,1,85,height_cm,Plant height (cm)
HN2024,Fm442,2,91,height_cm,Plant height (cm)
HN2024,Fm442,3,85,height_cm,Plant height (cm)
HN2024,Fm443,1,100,height_cm,Plant height (cm)
HN2024,Fm443,2,104,height_cm,Plant height (cm)
HN2024,Fm443,3,85,height_cm,Plant height (cm)
HN2024,Fm444,1,94,height_cm,Plant height (cm)
HN2024,Fm444,2,86,height_cm,Plant height (cm)
HN2024,Fm444,3,107,height_cm,Plant height (cm)
HN2024,Fm446,1,118,height_cm,Plant height (cm)
HN2024,Fm446,2,105,height_cm,Plant height (cm)
HN2024,Fm446,3,113,height_cm,Plant height (cm)
HN2024,Fm458,1,122,height_cm,Plant height (cm)
HN2024,Fm458,2,130,height_cm,Plant height (cm)
HN2024,Fm458,3,125,height_cm,Plant height (cm)
HN2024,Fm464,1,100,height_cm,Plant height (cm)
HN2024,Fm464,2,101,height_cm,Plant height (cm)
HN2024,Fm464,3,107,height_cm,Plant height (cm)
HN2024,Fm474,1,110,height_cm,Plant height (cm)
HN2024,Fm474,2,108,height_cm,Plant height (cm)
HN2024,Fm474,3,90,height_cm,Plant height (cm)
HN2024,Fm475,2,108,height_cm,Plant height (cm)
HN2024,Fm475,3,101,height_cm,Plant height (cm)
HN2024,Fm477,1,110,height_cm,Plant height (cm)
HN2024,Fm477,2,112,height_cm,Plant height (cm)
HN2024,Fm477,3,113,height_cm,Plant height (cm)
HN2024,Fm478,1,116,height_cm,Plant height (cm)
HN2024,Fm478,2,118,height_cm,Plant height (cm)
HN2024,Fm478,3,120,height_cm,Plant height (cm)
HN2024,Fm480,1,119,height_cm,Plant height (cm)
HN2024,Fm480,2,112,height_cm,Plant height (cm)
HN2024,Fm480,3,113,height_cm,Plant height (cm)
HN2024,Fm482,1,108,height_cm,Plant height (cm)
HN2024,Fm482,2,115,height_cm,Plant height (cm)
HN2024,Fm482,3,119,height_cm,Plant height (cm)
HN2024,Fm484,1,99,height_cm,Plant height (cm)
HN2024,Fm484,2,105,height_cm,Plant height (cm)
HN2024,Fm484,3,110,height_cm,Plant height (cm)
HN2024,Fm489,1,125,height_cm,Plant height (cm)
HN2024,Fm489,2,92,height_cm,Plant height (cm)
HN2024,Fm489,3,129,height_cm,Plant height (cm)
HN2024,Fm491,1,82,height_cm,Plant height (cm)
HN2024,Fm491,2,98,height_cm,Plant height (cm)
HN2024,Fm491,3,100,height_cm,Plant height (cm)
HN2024,Fm492,1,122,height_cm,Plant height (cm)
HN2024,Fm492,3,125,height_cm,Plant height (cm)
HN2024,Fm496,1,121,height_cm,Plant height (cm)
HN2024,Fm496,2,123,height_cm,Plant height (cm)
HN2024,Fm496,3,133,height_cm,Plant height (cm)
HN2024,Fm505,1,99,height_cm,Plant height (cm)
HN2024,Fm505,2,95,height_cm,Plant height (cm)
HN2024,Fm505,3,101,height_cm,Plant height (cm)
HN2024,Fm507,1,40,height_cm,Plant height (cm)
HN2024,Fm507,2,60,height_cm,Plant height (cm)
HN2024,Fm507,3,62,height_cm,Plant height (cm)
HN2024,Fm510,1,108,height_cm,Plant height (cm)
HN2024,Fm510,2,131,height_cm,Plant height (cm)
HN2024,Fm510,3,122,height_cm,Plant height (cm)
HN2024,Fm518,1,102,height_cm,Plant height (cm)
HN2024,Fm518,2,100,height_cm,Plant height (cm)
HN2024,Fm518,3,105,height_cm,Plant height (cm)
HN2024,Fm519,1,100,height_cm,Plant height (cm)
HN2024,Fm519,2,101,height_cm,Plant height (cm)
HN2024,Fm519,3,111,height_cm,Plant height (cm)
HN2024,Fm522,1,110,height_cm,Plant height (cm)
HN2024,Fm522,2,106,height_cm,Plant height (cm)
HN2024,Fm522,3,95,height_cm,Plant height (cm)
HN2024,Fm523,1,120,height_cm,Plant height (cm)
HN2024,Fm523,2,136,height_cm,Plant height (cm)
HN2024,Fm523,3,140,height_cm,Plant height (cm)
HN2024,Fm524,1,99,height_cm,Plant height (cm)
HN2024,Fm524,2,107,height_cm,Plant height (cm)
HN2024,Fm524,3,98,height_cm,Plant height (cm)
HN2024,Fm537,1,114,height_cm,Plant height (cm)
HN2024,Fm537,2,116,height_cm,Plant height (cm)
HN2024,Fm537,3,108,height_cm,Plant height (cm)
HN2024,Fm552,1,84,height_cm,Plant height (cm)
HN2024,Fm552,2,104,height_cm,Plant height (cm)
HN2024,Fm552,3,96,height_cm,Plant height (cm)
HN2024,Fm56,1,115,height_cm,Plant height (cm)
HN2024,Fm56,2,113,height_cm,Plant height (cm)
HN2024,Fm56,3,110,height_cm,Plant height (cm)
HN2024,Fm560,1,60,height_cm,Plant height (cm)
HN2024,Fm560,2,63,height_cm,Plant height (cm)
HN2024,Fm560,3,68,height_cm,Plant height (cm)
HN2024,Fm566,1,90,height_cm,Plant height (cm)
HN2024,Fm566,2,98,height_cm,Plant height (cm)
HN2024,Fm566,3,91,height_cm,Plant height (cm)
HN2024,Fm569,1,95,height_cm,Plant height (cm)
HN2024,Fm569,2,75,height_cm,Plant height (cm)
HN2024,Fm569,3,81,height_cm,Plant height (cm)
HN2024,Fm585,2,120,height_cm,Plant height (cm)
HN2024,Fm589,1,107,height_cm,Plant height (cm)
HN2024,Fm589,2,97,height_cm,Plant height (cm)
HN2024,Fm589,3,107,height_cm,Plant height (cm)
HN2024,Fm590,1,66,height_cm,Plant height (cm)
HN2024,Fm590,2,82,height_cm,Plant height (cm)
HN2024,Fm590,3,69,height_cm,Plant height (cm)
HN2024,Fm592,1,72,height_cm,Plant height (cm)
HN2024,Fm592,2,80,height_cm,Plant height (cm)
HN2024,Fm592,3,75,height_cm,Plant height (cm)
HN2024,Fm600,1,99,height_cm,Plant height (cm)
HN2024,Fm600,2,91,height_cm,Plant height (cm)
HN2024,Fm600,3,100,height_cm,Plant height (cm)
HN2024,Fm601,1,90,height_cm,Plant height (cm)
HN2024,Fm601,2,111,height_cm,Plant height (cm)
HN2024,Fm601,3,103,height_cm,Plant height (cm)
HN2024,Fm610,1,92,height_cm,Plant height (cm)
HN2024,Fm610,2,93,height_cm,Plant height (cm)
HN2024,Fm610,3,102,height_cm,Plant height (cm)
HN2024,Fm611,1,90,height_cm,Plant height (cm)
HN2024,Fm611,2,92,height_cm,Plant height (cm)
HN2024,Fm611,3,90,height_cm,Plant height (cm)
HN2024,Fm612,1,95,height_cm,Plant height (cm)
HN2024,Fm612,2,92,height_cm,Plant height (cm)
HN2024,Fm612,3,97,height_cm,Plant height (cm)
HN2024,Fm614,1,108,height_cm,Plant height (cm)
HN2024,Fm614,2,105,height_cm,Plant height (cm)
HN2024,Fm614,3,122,height_cm,Plant height (cm)
HN2024,Fm615,1,125,height_cm,Plant height (cm)
HN2024,Fm615,2,138,height_cm,Plant height (cm)
HN2024,Fm615,3,150,height_cm,Plant height (cm)
HN2024,Fm616,1,78,height_cm,Plant height (cm)
HN2024,Fm616,2,91,height_cm,Plant height (cm)
HN2024,Fm616,3,89,height_cm,Plant height (cm)
HN2024,Fm620,1,95,height_cm,Plant height (cm)
HN2024,Fm620,2,99,height_cm,Plant height (cm)
HN2024,Fm620,3,90,height_cm,Plant height (cm)
HN2024,Fm621,1,115,height_cm,Plant height (cm)
HN2024,Fm621,2,102,height_cm,Plant height (cm)
HN2024,Fm621,3,115,height_cm,Plant height (cm)
HN2024,Fm65,1,122,height_cm,Plant height (cm)
HN2024,Fm65,2,119,height_cm,Plant height (cm)
HN2024,Fm65,3,123,height_cm,Plant height (cm)
HN2024,Fm78,1,107,height_cm,Plant height (cm)
HN2024,Fm78,2,125,height_cm,Plant height (cm)
HN2024,Fm78,3,112,height_cm,Plant height (cm)
HN2024,Fm79,1,100,height_cm,Plant height (cm)
HN2024,Fm79,2,114,height_cm,Plant height (cm)
HN2024,Fm79,3,90,height_cm,Plant height (cm)
HN2024,Fm86,1,101,height_cm,Plant height (cm)
HN2024,Fm86,2,106,height_cm,Plant height (cm)
HN2024,Fm86,3,104,height_cm,Plant height (cm)
HN2024,Fm9,1,111,height_cm,Plant height (cm)
HN2024,Fm9,2,112,height_cm,Plant height (cm)
HN2024,Fm9,3,110,height_cm,Plant height (cm)
HN2024,Fm134,1,6,plants_m2,Plant density (plants m−2)
HN2024,Fm156,1,30,plants_m2,Plant density (plants m−2)
HN2024,Fm156,2,34,plants_m2,Plant density (plants m−2)
HN2024,Fm161,1,70,plants_m2,Plant density (plants m−2)
HN2024,Fm168,1,18,plants_m2,Plant density (plants m−2)
HN2024,Fm168,2,32,plants_m2,Plant density (plants m−2)
HN2024,Fm170,1,30,plants_m2,Plant density (plants m−2)
HN2024,Fm170,2,22,plants_m2,Plant density (plants m−2)
HN2024,Fm173,1,44,plants_m2,Plant density (plants m−2)
HN2024,Fm174,1,26,plants_m2,Plant density (plants m−2)
HN2024,Fm174,2,22,plants_m2,Plant density (plants m−2)
HN2024,Fm176,1,18,plants_m2,Plant density (plants m−2)
HN2024,Fm181,1,68,plants_m2,Plant density (plants m−2)
HN2024,Fm185,1,50,plants_m2,Plant density (plants m−2)
HN2024,Fm190,1,58,plants_m2,Plant density (plants m−2)
HN2024,Fm193,1,87,plants_m2,Plant density (plants m−2)
HN2024,Fm193,2,90,plants_m2,Plant density (plants m−2)
HN2024,Fm194,2,28,plants_m2,Plant density (plants m−2)
HN2024,Fm194,3,20,plants_m2,Plant density (plants m−2)
HN2024,Fm195,1,52,plants_m2,Plant density (plants m−2)
HN2024,Fm20,1,64,plants_m2,Plant density (plants m−2)
HN2024,Fm20,2,76,plants_m2,Plant density (plants m−2)
HN2024,Fm20,3,84,plants_m2,Plant density (plants m−2)
HN2024,Fm203,1,22,plants_m2,Plant density (plants m−2)
HN2024,Fm203,2,42,plants_m2,Plant density (plants m−2)
HN2024,Fm208,1,8,plants_m2,Plant density (plants m−2)
HN2024,Fm208,2,24,plants_m2,Plant density (plants m−2)
HN2024,Fm208,3,12,plants_m2,Plant density (plants m−2)
HN2024,Fm214,1,58,plants_m2,Plant density (plants m−2)
HN2024,Fm214,2,62,plants_m2,Plant density (plants m−2)
HN2024,Fm215,1,74,plants_m2,Plant density (plants m−2)
HN2024,Fm216,1,2,plants_m2,Plant density (plants m−2)
HN2024,Fm216,2,4,plants_m2,Plant density (plants m−2)
HN2024,Fm216,3,6,plants_m2,Plant density (plants m−2)
HN2024,Fm219,1,80,plants_m2,Plant density (plants m−2)
HN2024,Fm219,2,96,plants_m2,Plant density (plants m−2)
HN2024,Fm219,3,100,plants_m2,Plant density (plants m−2)
HN2024,Fm221,1,28,plants_m2,Plant density (plants m−2)
HN2024,Fm221,2,24,plants_m2,Plant density (plants m−2)
HN2024,Fm221,3,30,plants_m2,Plant density (plants m−2)
HN2024,Fm225,1,88,plants_m2,Plant density (plants m−2)
HN2024,Fm225,2,88,plants_m2,Plant density (plants m−2)
HN2024,Fm227,1,10,plants_m2,Plant density (plants m−2)
HN2024,Fm227,2,12,plants_m2,Plant density (plants m−2)
HN2024,Fm227,3,2,plants_m2,Plant density (plants m−2)
HN2024,Fm233,1,40,plants_m2,Plant density (plants m−2)
HN2024,Fm233,2,40,plants_m2,Plant density (plants m−2)
HN2024,Fm233,3,44,plants_m2,Plant density (plants m−2)
HN2024,Fm235,1,20,plants_m2,Plant density (plants m−2)
HN2024,Fm235,2,24,plants_m2,Plant density (plants m−2)
HN2024,Fm236,1,54,plants_m2,Plant density (plants m−2)
HN2024,Fm236,2,64,plants_m2,Plant density (plants m−2)
HN2024,Fm238,1,34,plants_m2,Plant density (plants m−2)
HN2024,Fm249,1,48,plants_m2,Plant density (plants m−2)
HN2024,Fm3,1,54,plants_m2,Plant density (plants m−2)
HN2024,Fm3,2,72,plants_m2,Plant density (plants m−2)
HN2024,Fm321,1,20,plants_m2,Plant density (plants m−2)
HN2024,Fm322,1,28,plants_m2,Plant density (plants m−2)
HN2024,Fm337,1,16,plants_m2,Plant density (plants m−2)
HN2024,Fm337,2,10,plants_m2,Plant density (plants m−2)
HN2024,Fm337,3,14,plants_m2,Plant density (plants m−2)
HN2024,Fm341,1,60,plants_m2,Plant density (plants m−2)
HN2024,Fm341,2,64,plants_m2,Plant density (plants m−2)
HN2024,Fm343,1,54,plants_m2,Plant density (plants m−2)
HN2024,Fm344,1,12,plants_m2,Plant density (plants m−2)
HN2024,Fm344,2,4,plants_m2,Plant density (plants m−2)
HN2024,Fm344,3,14,plants_m2,Plant density (plants m−2)
HN2024,Fm345,1,22,plants_m2,Plant density (plants m−2)
HN2024,Fm346,1,2,plants_m2,Plant density (plants m−2)
HN2024,Fm347,1,32,plants_m2,Plant density (plants m−2)
HN2024,Fm347,2,36,plants_m2,Plant density (plants m−2)
HN2024,Fm349,1,24,plants_m2,Plant density (plants m−2)
HN2024,Fm351,1,42,plants_m2,Plant density (plants m−2)
HN2024,Fm351,2,40,plants_m2,Plant density (plants m−2)
HN2024,Fm352,1,4,plants_m2,Plant density (plants m−2)
HN2024,Fm352,2,6,plants_m2,Plant density (plants m−2)
HN2024,Fm354,1,36,plants_m2,Plant density (plants m−2)
HN2024,Fm355,1,30,plants_m2,Plant density (plants m−2)
HN2024,Fm355,2,36,plants_m2,Plant density (plants m−2)
HN2024,Fm356,1,36,plants_m2,Plant density (plants m−2)
HN2024,Fm358,1,88,plants_m2,Plant density (plants m−2)
HN2024,Fm358,2,84,plants_m2,Plant density (plants m−2)
HN2024,Fm359,1,26,plants_m2,Plant density (plants m−2)
HN2024,Fm359,2,34,plants_m2,Plant density (plants m−2)
HN2024,Fm36,1,40,plants_m2,Plant density (plants m−2)
HN2024,Fm36,2,48,plants_m2,Plant density (plants m−2)
HN2024,Fm361,1,56,plants_m2,Plant density (plants m−2)
HN2024,Fm363,1,28,plants_m2,Plant density (plants m−2)
HN2024,Fm363,2,26,plants_m2,Plant density (plants m−2)
HN2024,Fm364,1,14,plants_m2,Plant density (plants m−2)
HN2024,Fm364,2,16,plants_m2,Plant density (plants m−2)
HN2024,Fm364,3,8,plants_m2,Plant density (plants m−2)
HN2024,Fm366,1,36,plants_m2,Plant density (plants m−2)
HN2024,Fm366,2,55,plants_m2,Plant density (plants m−2)
HN2024,Fm368,1,16,plants_m2,Plant density (plants m−2)
HN2024,Fm368,2,14,plants_m2,Plant density (plants m−2)
HN2024,Fm368,3,8,plants_m2,Plant density (plants m−2)
HN2024,Fm369,1,0,plants_m2,Plant density (plants m−2)
HN2024,Fm369,2,4,plants_m2,Plant density (plants m−2)
HN2024,Fm370,1,46,plants_m2,Plant density (plants m−2)
HN2024,Fm370,2,32,plants_m2,Plant density (plants m−2)
HN2024,Fm372,2,36,plants_m2,Plant density (plants m−2)
HN2024,Fm372,3,30,plants_m2,Plant density (plants m−2)
HN2024,Fm375,1,76,plants_m2,Plant density (plants m−2)
HN2024,Fm375,2,78,plants_m2,Plant density (plants m−2)
HN2024,Fm375,3,74,plants_m2,Plant density (plants m−2)
HN2024,Fm376,1,44,plants_m2,Plant density (plants m−2)
HN2024,Fm376,2,44,plants_m2,Plant density (plants m−2)
HN2024,Fm377,1,102,plants_m2,Plant density (plants m−2)
HN2024,Fm379,1,24,plants_m2,Plant density (plants m−2)
HN2024,Fm379,2,32,plants_m2,Plant density (plants m−2)
HN2024,Fm380,1,34,plants_m2,Plant density (plants m−2)
HN2024,Fm380,2,44,plants_m2,Plant density (plants m−2)
HN2024,Fm380,3,36,plants_m2,Plant density (plants m−2)
HN2024,Fm382,1,20,plants_m2,Plant density (plants m−2)
HN2024,Fm382,2,16,plants_m2,Plant density (plants m−2)
HN2024,Fm384,1,30,plants_m2,Plant density (plants m−2)
HN2024,Fm384,2,30,plants_m2,Plant density (plants m−2)
HN2024,Fm387,1,34,plants_m2,Plant density (plants m−2)
HN2024,Fm388,1,4,plants_m2,Plant density (plants m−2)
HN2024,Fm388,2,10,plants_m2,Plant density (plants m−2)
HN2024,Fm389,1,30,plants_m2,Plant density (plants m−2)
HN2024,Fm389,2,54,plants_m2,Plant density (plants m−2)
HN2024,Fm391,1,12,plants_m2,Plant density (plants m−2)
HN2024,Fm391,2,0,plants_m2,Plant density (plants m−2)
HN2024,Fm392,1,26,plants_m2,Plant density (plants m−2)
