gene_id,gene_symbol,product,scaffold,gene_start,gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
LOC101760620,LOC101760620,DNA polymerase epsilon subunit 3,SCAFFOLD_2,15465385,15467349,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,92038,4
TRNAP-CGG-3,TRNAP-CGG,"",SCAFFOLD_2,15469319,15469390,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,89997,4
LOC101761023,LOC101761023,ubiquitin-60S ribosomal protein L40-2,SCAFFOLD_2,15469541,15471799,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,87588,4
LOC101761419,LOC101761419,germin-like protein 9-1,SCAFFOLD_2,15473451,15474405,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,84982,4
LOC101761816,LOC101761816,germin-like protein 9-3,SCAFFOLD_2,15476239,15477117,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,82270,4
LOC101762233,LOC101762233,40S ribosomal protein S25-4,SCAFFOLD_2,15486399,15488190,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,71197,4
LOC101762629,LOC101762629,"uncharacterized protein At2g27730, mitochondrial",SCAFFOLD_2,15488463,15492288,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,67099,4
LOC111256374,LOC111256374,uncharacterized LOC111256374,SCAFFOLD_2,15494736,15496692,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,62695,4
LOC101763039,LOC101763039,chlorophyllase-1,SCAFFOLD_2,15502529,15503920,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,55467,4
LOC101763446,LOC101763446,"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase, chloroplastic, transcript variant X1",SCAFFOLD_2,15513050,15515027,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,44360,4
LOC101776829,LOC101776829,"beta-amylase 2, chloroplastic",SCAFFOLD_2,15516949,15521282,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,38105,4
LOC101764121,LOC101764121,uncharacterized LOC101764121,SCAFFOLD_2,15521625,15525263,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,34124,4
LOC101764527,LOC101764527,cleavage and polyadenylation specificity factor subunit 2,SCAFFOLD_2,15525555,15533417,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,25970,4
LOC101764938,LOC101764938,"uncharacterized LOC101764938, transcript variant X3",SCAFFOLD_2,15533482,15535375,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,24012,4
LOC101766566,LOC101766566,LYR motif-containing protein At3g19508,SCAFFOLD_2,15544774,15545360,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,14027,4
LOC111256375,LOC111256375,uncharacterized LOC111256375,SCAFFOLD_2,15559749,15562347,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,362,4
LOC105913679,LOC105913679,"",SCAFFOLD_2,15565129,15565972,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,5742,4
LOC101767654,LOC101767654,U-box domain-containing protein 33,SCAFFOLD_2,15565835,15571411,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,6448,4
LOC101768608,LOC101768608,U-box domain-containing protein 33,SCAFFOLD_2,15580916,15585866,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,21529,4
LOC111256201,LOC111256201,"",SCAFFOLD_2,15586146,15587283,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,26759,4
LOC101769816,LOC101769816,"U-box domain-containing protein 33, transcript variant X2",SCAFFOLD_2,15587435,15592251,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,28048,4
LOC101770765,LOC101770765,uncharacterized LOC101770765,SCAFFOLD_2,15592839,15604302,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,33452,4
LOC101771551,LOC101771551,"probable anion transporter 4, chloroplastic",SCAFFOLD_2,15604626,15608896,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,45239,4
LOC101772616,LOC101772616,uncharacterized LOC101772616,SCAFFOLD_2,15621127,15631874,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,61740,4
LOC101773021,LOC101773021,protein DMR6-LIKE OXYGENASE 1,SCAFFOLD_2,15687616,15690416,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,128229,4
LOC101778477,LOC101778477,histone H2B.9,SCAFFOLD_2,15694169,15695349,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,134782,4
LOC101773426,LOC101773426,ACT domain-containing protein ACR10,SCAFFOLD_2,15698008,15701034,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,138621,4
LOC105913898,LOC105913898,"",SCAFFOLD_2,15702357,15703712,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,142970,4
LOC101773847,LOC101773847,"cell wall protein RBR3, transcript variant X1",SCAFFOLD_2,15703802,15706644,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,144415,4
LOC101775329,LOC101775329,uncharacterized LOC101775329,SCAFFOLD_2,15708321,15710109,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,148934,4
LOC101775740,LOC101775740,"malate dehydrogenase [NADP] 1, chloroplastic",SCAFFOLD_2,15714982,15719070,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,155595,4
LOC101778715,LOC101778715,probable pectinesterase 15,SCAFFOLD_2,15720303,15722607,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,160916,4
LOC101776138,LOC101776138,"uncharacterized protein At1g76660, transcript variant X3",SCAFFOLD_2,15722498,15727600,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,163111,4
LOC101779132,LOC101779132,protein SRC2 homolog,SCAFFOLD_2,15729803,15731107,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,170416,4
LOC111256488,LOC111256488,"",SCAFFOLD_2,15736284,15739518,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,176897,4
LOC101779536,LOC101779536,"AT-hook motif nuclear-localized protein 20, transcript variant X2",SCAFFOLD_2,15770816,15772597,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,211429,4
LOC111256376,LOC111256376,uncharacterized LOC111256376,SCAFFOLD_2,15784334,15785820,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,224947,4
LOC101756883,LOC101756883,"cell number regulator 4-like, transcript variant X2",SCAFFOLD_9,34064430,34069425,1,1,2024_N120,days_to_harvest,FarmCPU,5.41457961054495e-08,1,0,384,4
LOC101758374,LOC101758374,10 kDa prolamin,SCAFFOLD_4,17235180,17235760,2,2,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,1116,3
LOC111257383,LOC111257383,"",SCAFFOLD_5,10356932,10363053,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,413,3
LOC101781904,LOC101781904,cytochrome P450 734A6,SCAFFOLD_5,10363253,10366434,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,6734,3
LOC101782571,LOC101782571,uncharacterized LOC101782571,SCAFFOLD_5,10391085,10391882,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,34566,3
LOC101782982,LOC101782982,boron transporter 4,SCAFFOLD_5,10395925,10402135,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,39406,3
LOC101784599,LOC101784599,UDP-glycosyltransferase 73C5,SCAFFOLD_5,10407520,10409576,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32415,3
LOC101784753,LOC101784753,"putative pentatricopeptide repeat-containing protein At3g15930, transcript variant X2",SCAFFOLD_5,10409964,10416830,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,25161,3
LOC101784200,LOC101784200,UDP-glycosyltransferase 73C6,SCAFFOLD_5,10411343,10413555,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28436,3
LOC101784995,LOC101784995,coleoptile phototropism protein 1,SCAFFOLD_5,10419435,10423098,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,18893,3
LOC101785396,LOC101785396,uncharacterized LOC101785396,SCAFFOLD_5,10423205,10426705,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,15286,3
LOC111257318,LOC111257318,uncharacterized LOC111257318,SCAFFOLD_5,10434642,10437148,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,4843,3
LOC101785804,LOC101785804,transcription factor NIGTH1,SCAFFOLD_5,10456753,10459688,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,14762,3
LOC101786211,LOC101786211,"uncharacterized LOC101786211, transcript variant X2",SCAFFOLD_5,10460617,10464668,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,18626,3
LOC101785551,LOC101785551,protein BZR1 homolog 3-like,SCAFFOLD_5,10464918,10465812,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,22927,3
LOC101786606,LOC101786606,"protein CHROMATIN REMODELING 24, transcript variant X5",SCAFFOLD_5,10479407,10485634,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,37416,3
LOC101785959,LOC101785959,protein CHROMATIN REMODELING 24-like,SCAFFOLD_5,10485518,10489920,2,2,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,43527,3
TRNAS-GCU-7,TRNAS-GCU,"",SCAFFOLD_6,4122898,4122985,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,54778,3
LOC101754916,LOC101754916,uncharacterized LOC101754916,SCAFFOLD_6,4135778,4139213,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,38550,3
LOC101773016,LOC101773016,uncharacterized LOC101773016,SCAFFOLD_6,4144876,4148096,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,29667,3
LOC101755317,LOC101755317,uncharacterized LOC101755317,SCAFFOLD_6,4168387,4171568,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,6195,3
LOC106804378,LOC106804378,uncharacterized mitochondrial protein AtMg00820-like,SCAFFOLD_6,4178807,4179304,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,1044,3
LOC101755725,LOC101755725,"probable transcription factor KAN2, transcript variant X2",SCAFFOLD_6,4189343,4193506,1,1,2024_N40,height_cm,FarmCPU,3.76822038249173e-22,0,0,11580,3
LOC101781946,LOC101781946,"DNA-directed RNA polymerase 1B, mitochondrial",SCAFFOLD_2,22607042,22617387,1,1,2024_N40,dtf,BLINK,2.83862244717862e-17,0,0,22328,3
LOC101779041,LOC101779041,CASP-like protein 1U1,SCAFFOLD_8,36937164,36937764,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,1210,3
LOC101752801,LOC101752801,CASP-like protein 1U3,SCAFFOLD_8,36939817,36940380,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,3863,3
LOC101753215,LOC101753215,CASP-like protein 1U3,SCAFFOLD_8,36942611,36943183,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,6657,3
LOC101779447,LOC101779447,CASP-like protein 1U4,SCAFFOLD_8,36944100,36944708,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,8146,3
LOC101753624,LOC101753624,tropinone reductase homolog At2g29170,SCAFFOLD_8,36945503,36947617,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,9549,3
LOC101754434,LOC101754434,tropinone reductase homolog At5g06060,SCAFFOLD_8,36957183,36959677,1,1,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,0,0,21229,3
LOC101784904,LOC101784904,"RPM1-interacting protein 4, transcript variant X2",SCAFFOLD_6,33488724,33491477,1,1,2023,pedicel_length_cm,BLINK,1.0261087790926e-13,0,0,19149,3
LOC101786099,LOC101786099,"ankyrin repeat and SAM domain-containing protein 6, transcript variant X1",SCAFFOLD_6,33498788,33502473,1,1,2023,pedicel_length_cm,BLINK,1.0261087790926e-13,0,0,8153,3
LOC101786768,LOC101786768,"UBX domain-containing protein 1, transcript variant X3",SCAFFOLD_6,33503989,33510295,1,1,2023,pedicel_length_cm,BLINK,1.0261087790926e-13,0,0,331,3
LOC101774392,LOC101774392,"uncharacterized protein C227.17c, transcript variant X4",SCAFFOLD_2,32546370,32553573,1,1,2023,pedicel_length_cm,FarmCPU,1.42724071690479e-12,0,0,11493,3
LOC101780095,LOC101780095,phospholipase A1-II 6,SCAFFOLD_3,9578801,9580223,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,57464,3
LOC101780499,LOC101780499,"protein CHUP1, chloroplastic",SCAFFOLD_3,9583347,9587891,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,49796,3
LOC101780901,LOC101780901,uncharacterized LOC101780901,SCAFFOLD_3,9606618,9607706,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,29981,3
LOC101781570,LOC101781570,"ketol-acid reductoisomerase, chloroplastic",SCAFFOLD_3,9612062,9615825,1,1,2024_N120,number_of_tillers,FarmCPU,1.75623217694629e-12,0,0,21862,3
LOC101764731,LOC101764731,"",SCAFFOLD_4,17933472,17937454,1,1,2024_N120,number_of_tillers,FarmCPU,2.03847646573543e-12,0,0,29550,3
LOC101771556,LOC101771556,transmembrane protein 45B,SCAFFOLD_2,32504709,32506077,1,1,2023,pedicel_length_cm,FarmCPU,6.08158339400653e-12,0,0,24858,3
LOC101780933,LOC101780933,"uncharacterized LOC101780933, transcript variant X1",SCAFFOLD_9,41161561,41166091,1,1,2024_N120,number_of_tillers,FarmCPU,6.48851767253128e-12,0,0,14223,3
LOC101757291,LOC101757291,"",SCAFFOLD_4,17107976,17114715,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,153365,3
LOC101757565,LOC101757565,"uncharacterized LOC101757565, transcript variant X3",SCAFFOLD_4,17115226,17118951,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,149129,3
LOC111257065,LOC111257065,uncharacterized LOC111257065,SCAFFOLD_4,17145545,17146384,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,121696,3
LOC101757962,LOC101757962,uncharacterized LOC101757962,SCAFFOLD_4,17156858,17157641,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,110439,3
LOC101759063,LOC101759063,uncharacterized LOC101759063,SCAFFOLD_4,17296049,17308769,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,27969,3
LOC101762454,LOC101762454,protein MOTHER of FT and TFL1 homolog 1,SCAFFOLD_4,17320419,17324348,1,1,2024_N40,number_of_tillers,FarmCPU,2.01009417494686e-11,0,0,52339,3
LOC106804396,LOC106804396,uncharacterized mitochondrial protein AtMg00810-like,SCAFFOLD_6,30724561,30725681,1,1,2023,pedicel_length_cm,FarmCPU,6.59104772413302e-11,0,0,4685,3
LOC101773428,LOC101773428,"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform, transcript variant X1",SCAFFOLD_2,21704034,21710002,1,1,2024_N120,height_cm,BLINK,2.90781700547809e-10,0,0,33619,3
LOC101770300,LOC101770300,uncharacterized LOC101770300,SCAFFOLD_4,35202256,35204430,1,1,2023,thousand_seed_weight_g,BLINK,1.37593641069106e-09,0,0,12268,3
LOC105913928,LOC105913928,uncharacterized LOC105913928,SCAFFOLD_1,1420042,1420548,1,1,2024_N40,number_of_tillers,FarmCPU,2.39482290512866e-09,0,0,3556,3
LOC101755221,LOC101755221,wall-associated receptor kinase 2,SCAFFOLD_7,16526635,16529450,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,16385,3
LOC101777781,LOC101777781,"mitochondrial inner membrane protein OXA1-like, transcript variant X1",SCAFFOLD_7,16558246,16564635,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,12411,3
LOC101778190,LOC101778190,"short-chain dehydrogenase/reductase 2b, transcript variant X2",SCAFFOLD_7,16611519,16613393,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,65684,3
LOC111257891,LOC111257891,"",SCAFFOLD_7,16613048,16614081,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,67213,3
LOC101778589,LOC101778589,chloroplast envelope quinone oxidoreductase homolog,SCAFFOLD_7,16621963,16625126,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,76128,3
LOC101779004,LOC101779004,ras GTPase-activating protein-binding protein 1,SCAFFOLD_7,16626243,16632847,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,80408,3
LOC101779410,LOC101779410,uncharacterized LOC101779410,SCAFFOLD_7,16653915,16657541,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,108080,3
LOC101779798,LOC101779798,protein DETOXIFICATION 16,SCAFFOLD_7,16662756,16668212,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,116921,3
LOC101780210,LOC101780210,protein DETOXIFICATION 16,SCAFFOLD_7,16673880,16676390,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,128045,3
LOC101756437,LOC101756437,protein FAR1-RELATED SEQUENCE 5-like,SCAFFOLD_7,16700177,16703233,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,154342,3
LOC101755968,LOC101755968,cysteine-rich receptor-like protein kinase 6,SCAFFOLD_5,25984307,25987424,1,1,2024_N120,number_of_tillers,MLM,5.07546698428468e-09,0,0,6789,3
LOC101769341,LOC101769341,uncharacterized LOC101769341,SCAFFOLD_9,50517162,50518772,1,1,2024_N40,height_cm,FarmCPU,6.06611094359136e-09,0,0,5282,3
LOC101776642,LOC101776642,L-gulonolactone oxidase 3,SCAFFOLD_1,11373908,11376988,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,5385,3
LOC101779394,LOC101779394,serine/threonine-protein kinase AGC1-5,SCAFFOLD_1,11378052,11380211,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,2162,3
LOC101770340,LOC101770340,"uncharacterized LOC101770340, transcript variant X5",SCAFFOLD_6,8695578,8699722,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,59564,3
LOC101770744,LOC101770744,"uncharacterized LOC101770744, transcript variant X2",SCAFFOLD_6,8699860,8702783,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,63846,3
LOC101771267,LOC101771267,disease resistance protein RPM1,SCAFFOLD_6,8704585,8711322,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,68571,3
LOC101785178,LOC101785178,"vacuolar protein sorting-associated protein 54, chloroplastic, transcript variant X2",SCAFFOLD_7,12393087,12408782,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,39530,3
LOC101785584,LOC101785584,"thylakoid lumenal 15.0 kDa protein 2, chloroplastic",SCAFFOLD_7,12409897,12413394,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,34918,3
LOC101785986,LOC101785986,putative cyclin-dependent kinase F-2,SCAFFOLD_7,12413614,12414543,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,33769,3
LOC101786392,LOC101786392,uncharacterized LOC101786392,SCAFFOLD_7,12440625,12444336,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,3976,3
LOC101782784,LOC101782784,probable methyltransferase At1g27930,SCAFFOLD_8,23276898,23278459,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,55457,3
LOC101753061,LOC101753061,"Holliday junction resolvase MOC1, chloroplastic-like",SCAFFOLD_7,10663507,10664241,1,1,2023,pedicel_length_cm,BLINK,6.26604398641777e-09,0,0,657,3
LOC101762368,LOC101762368,"",SCAFFOLD_7,10679559,10680313,1,1,2023,pedicel_length_cm,BLINK,6.26604398641777e-09,0,0,14661,3
LOC101760487,LOC101760487,UDP-glycosyltransferase 92A1,SCAFFOLD_7,16947871,16949464,1,1,2024_N120,number_of_tillers,MLM,2.22720573090551e-08,0,0,1241,3
LOC101757893,LOC101757893,pentatricopeptide repeat-containing protein At4g33990-like,SCAFFOLD_7,13071654,13076096,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,5629,3
LOC101778605,LOC101778605,probable L-type lectin-domain containing receptor kinase S.5,SCAFFOLD_7,13088410,13093419,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,6685,3
LOC101758311,LOC101758311,nucleotide pyrophosphatase/phosphodiesterase,SCAFFOLD_7,13104900,13110364,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,23175,3
LOC101779424,LOC101779424,MADS-box transcription factor 47-like,SCAFFOLD_7,13110839,13111750,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,29114,3
LOC101758719,LOC101758719,L-type lectin-domain containing receptor kinase IX.1,SCAFFOLD_7,13115150,13118770,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,33425,3
LOC101759122,LOC101759122,WRKY transcription factor WRKY51,SCAFFOLD_7,13130741,13132211,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,49016,3
LOC101763043,LOC101763043,"disease resistance protein RGA2, transcript variant X2",SCAFFOLD_7,13143814,13148851,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,62089,3
LOC101762631,LOC101762631,pathogenesis-related protein 1A,SCAFFOLD_7,13150636,13151542,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,68911,3
LOC101780224,LOC101780224,pathogenesis-related protein 1C,SCAFFOLD_7,13162319,13162861,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,80594,3
LOC101762235,LOC101762235,"protein root UVB sensitive 1, chloroplastic",SCAFFOLD_7,13163496,13168541,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,81771,3
LOC101761951,LOC101761951,"",SCAFFOLD_7,13168695,13170136,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,86970,3
LOC101780622,LOC101780622,"short-chain dehydrogenase TIC 32, chloroplastic, transcript variant X3",SCAFFOLD_7,13173384,13177707,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,91659,3
LOC101769930,LOC101769930,"coatomer subunit beta'-like, transcript variant X1",SCAFFOLD_6,6024401,6040393,1,1,2024_N40,protein_pct,FarmCPU,2.52534967933823e-08,0,0,11400,3
LOC101755181,LOC101755181,RING-H2 finger protein ATL46,SCAFFOLD_1,37780150,37782180,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,5414,3
LOC101773054,LOC101773054,serine carboxypeptidase 1,SCAFFOLD_3,6338466,6343692,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,6151,3
LOC101773461,LOC101773461,PHD finger protein ALFIN-LIKE 8,SCAFFOLD_3,6353116,6356862,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,3273,3
LOC101773879,LOC101773879,"protein STICHEL, transcript variant X1",SCAFFOLD_3,6358218,6366621,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,8375,3
LOC101774279,LOC101774279,B-box zinc finger protein 20,SCAFFOLD_3,6380290,6382586,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,30447,3
LOC101774686,LOC101774686,"AP-2 complex subunit sigma, transcript variant X2",SCAFFOLD_3,6384713,6389231,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,34870,3
LOC101775363,LOC101775363,zinc-finger homeodomain protein 3-like,SCAFFOLD_3,6394639,6397183,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,44796,3
LOC101775766,LOC101775766,uncharacterized protein ycf45,SCAFFOLD_3,6401029,6405898,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,51186,3
LOC101776166,LOC101776166,"L10-interacting MYB domain-containing protein, transcript variant X1",SCAFFOLD_3,6406214,6408935,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,56371,3
LOC101776842,LOC101776842,MADS-box transcription factor 13,SCAFFOLD_3,6410567,6415386,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,60724,3
LOC101777671,LOC101777671,"uncharacterized LOC101777671, transcript variant X2",SCAFFOLD_3,6425009,6429875,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,75166,3
LOC101777250,LOC101777250,"MADS-box transcription factor 33, transcript variant X1",SCAFFOLD_3,6425413,6428843,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,75570,3
LOC101783092,LOC101783092,glucuronoxylan 4-O-methyltransferase 1,SCAFFOLD_3,6430208,6431834,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,80365,3
LOC105913946,LOC105913946,"keratin, type II cytoskeletal 1-like",SCAFFOLD_3,6435348,6435785,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,85505,3
LOC101781583,LOC101781583,isoflavone reductase homolog,SCAFFOLD_3,49566838,49570271,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,12632,3
LOC101781994,LOC101781994,"protein LURP-one-related 10-like, transcript variant X2",SCAFFOLD_3,49589893,49591773,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,35687,3
LOC101782399,LOC101782399,histone-lysine N-methyltransferase ATXR7,SCAFFOLD_3,49603623,49615656,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,49417,3
LOC101786838,LOC101786838,cationic amino acid transporter 1,SCAFFOLD_3,49616317,49618273,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,62111,3
LOC101783892,LOC101783892,nuclear transcription factor Y subunit A-7,SCAFFOLD_3,49620934,49625500,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,66728,3
LOC101784301,LOC101784301,homeobox-leucine zipper protein HOX33,SCAFFOLD_3,49639630,49646092,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,85424,3
LOC101752690,LOC101752690,release factor glutamine methyltransferase,SCAFFOLD_3,49647060,49650104,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,92854,3
LOC101784694,LOC101784694,uncharacterized LOC101784694,SCAFFOLD_3,49653030,49658595,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,98824,3
LOC101785083,LOC101785083,"diphosphomevalonate decarboxylase MVD2, peroxisomal",SCAFFOLD_3,49663979,49667903,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,109773,3
