t2t_gene_id,symbol,description,lift_t2t_chr,t2t_gene_start,t2t_gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
Seita.6G182900,HIDM,XP_004973680.1 2-hydroxyisoflavanone dehydratase [Setaria italica],Chr6,32529607,32531003,1,1,2023,pedicel_length_cm,FarmCPU,6.59104772413302e-11,0,0,4990,3
Seita.2G153400,PP2AA1,XP_004956390.1 serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform X2 [Setaria italica],Chr2,24678888,24684977,1,1,2024_N120,height_cm,BLINK,2.90781700547809e-10,0,0,33548,3
Seita.4G371700,--,-,Chr4,35894650,35896242,1,1,2023,thousand_seed_weight_g,BLINK,1.37593641069106e-09,0,0,9624,3
Seita.1G016400,AT1,XP_004951311.1 acyl transferase 1 [Setaria italica],Chr1,1435300,1437168,1,1,2024_N40,number_of_tillers,FarmCPU,2.39482290512866e-09,0,0,5077,3
Seita.7G062800,WAK2,XP_004977919.1 wall-associated receptor kinase 2 [Setaria italica],Chr7,17631090,17634223,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,14948,3
Seita.7G062900,--,RCV33191.1 hypothetical protein SETIT_7G062900v2 [Setaria italica],Chr7,17638168,17640292,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,8879,3
Seita.7G063000,--,RCV33192.1 hypothetical protein SETIT_7G063000v2 [Setaria italica],Chr7,17652088,17653775,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,2917,3
Seita.7G063100,--,RCV33193.1 hypothetical protein SETIT_7G063100v2 [Setaria italica],Chr7,17660290,17661100,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,11119,3
Seita.7G063200,OXA1L,XP_004975342.3 mitochondrial inner membrane protein OXA1-like isoform X1 [Setaria italica],Chr7,17661476,17668009,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,12305,3
Seita.7G063300,ROC5,RCV33195.1 hypothetical protein SETIT_7G063300v2 [Setaria italica],Chr7,17672520,17678805,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,23349,3
Seita.7G063400,--,RCV33196.1 hypothetical protein SETIT_7G063400v2 [Setaria italica],Chr7,17683533,17684001,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,34362,3
Seita.7G063500,--,RCV33197.1 hypothetical protein SETIT_7G063500v2 [Setaria italica],Chr7,17686836,17687549,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,37665,3
Seita.7G063600,SALR,XP_022683947.1 short-chain dehydrogenase/reductase 2b isoform X1 [Setaria italica],Chr7,17715139,17716721,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,65968,3
Seita.7G357000,--,-,Chr7,17716879,17717315,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,67708,3
Seita.7G063700,CEQORH,XP_004975344.1 chloroplast envelope quinone oxidoreductase homolog [Setaria italica],Chr7,17725542,17728815,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,76371,3
Seita.7G063800,NTF2,RCV33200.1 hypothetical protein SETIT_7G063800v2 [Setaria italica],Chr7,17729850,17736271,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,80679,3
Seita.7G063900,--,RCV33201.1 hypothetical protein SETIT_7G063900v2 [Setaria italica],Chr7,17755356,17756776,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,106185,3
Seita.7G064000,PUB47,RCV33202.1 hypothetical protein SETIT_7G064000v2 [Setaria italica],Chr7,17757326,17761224,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,108155,3
Seita.7G064100,DTX16,XP_012702714.1 protein DETOXIFICATION 16 [Setaria italica],Chr7,17766375,17772021,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,117204,3
Seita.7G064200,DTX16,XP_004975347.1 protein DETOXIFICATION 16 [Setaria italica],Chr7,17777580,17780277,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,128409,3
Seita.7G357100,--,TKW27740.1 hypothetical protein SEVIR_3G277266v2 [Setaria viridis],Chr7,17781691,17781957,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,132520,3
Seita.7G064300,--,RCV33205.1 hypothetical protein SETIT_7G064300v2 [Setaria italica],Chr7,17783573,17784193,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,134402,3
Seita.7G064400,--,RCV33206.1 hypothetical protein SETIT_7G064400v2 [Setaria italica],Chr7,17787280,17790015,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,138109,3
Seita.7G357200,--,XP_039794696.1 uncharacterized protein LOC120660296 [Panicum virgatum],Chr7,17790999,17794299,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,141828,3
Seita.7G357300,--,XP_039835129.1 uncharacterized protein LOC120696028 [Panicum virgatum],Chr7,17793824,17794273,1,1,2024_N120,number_of_tillers,MLM,3.30916179084518e-09,0,0,144653,3
Seita.5G202600,--,RCV25909.1 hypothetical protein SETIT_5G202600v2 [Setaria italica],Chr5,28605073,28605746,1,1,2024_N120,number_of_tillers,MLM,5.07546698428468e-09,0,0,2606,3
Seita.5G202700,CRK6,XP_004968974.1 cysteine-rich receptor-like protein kinase 6 [Setaria italica],Chr5,28609191,28612414,1,1,2024_N120,number_of_tillers,MLM,5.07546698428468e-09,0,0,6724,3
Seita.9G684900,--,XP_022680943.1 uncharacterized protein LOC101782507 [Setaria italica],Chr9,52359220,52364224,1,1,2024_N40,height_cm,FarmCPU,6.06611094359136e-09,0,0,3186,3
Seita.1G127500,GULLO3,XP_004952251.1 L-gulonolactone oxidase 3 [Setaria italica],Chr1,11694834,11698521,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,4903,3
Seita.1G127600,AGC1-5,XP_004954788.4 serine/threonine-protein kinase AGC1-5 [Setaria italica],Chr1,11698873,11701465,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,1959,3
Seita.6G091900,--,RCV30404.1 hypothetical protein SETIT_6G091900v2 [Setaria italica],Chr6,8959331,8960514,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,59005,3
Seita.6G092000,--,XP_004973059.1 uncharacterized protein LOC101770744 [Setaria italica],Chr6,8970717,8977857,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,70391,3
Seita.6G092100,RF9,XP_004973060.1 disease resistance protein RPM1 [Setaria italica],Chr6,8979452,8986446,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,79126,3
Seita.7G040600,VPS54,RCV32908.1 hypothetical protein SETIT_7G040600v2 [Setaria italica],Chr7,13410459,13426591,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,40375,3
Seita.7G040700,At5g52970,"XP_004975199.1 thylakoid lumenal 15.0 kDa protein 2, chloroplastic [Setaria italica]",Chr7,13427170,13430799,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,36167,3
Seita.7G040800,CDKF-2,RCV32910.1 hypothetical protein SETIT_7G040800v2 [Setaria italica],Chr7,13430994,13432061,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,34905,3
Seita.7G040900,ME6,RCV32911.1 hypothetical protein SETIT_7G040900v2 [Setaria italica],Chr7,13441344,13443789,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,23177,3
Seita.7G347700,--,-,Chr7,13443320,13446012,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,20954,3
Seita.7G041000,--,XP_004975201.1 uncharacterized protein LOC101786392 [Setaria italica],Chr7,13459246,13463046,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,3920,3
Seita.8G122500,At3g47570,RCV38191.1 hypothetical protein SETIT_8G122500v2 [Setaria italica],Chr8,25925329,25928641,1,1,2024_N120,number_of_tillers,MLM,6.12178736902759e-09,0,0,54502,3
Seita.7G033400,--,RCV32820.1 hypothetical protein SETIT_7G033400v2 [Setaria italica],Chr7,11700060,11700595,1,1,2023,pedicel_length_cm,BLINK,6.26604398641777e-09,0,0,12498,3
Seita.7G033500,--,RCV32821.1 hypothetical protein SETIT_7G033500v2 [Setaria italica],Chr7,11702210,11703121,1,1,2023,pedicel_length_cm,BLINK,6.26604398641777e-09,0,0,14648,3
Seita.7G358000,--,XP_004977930.2 uncharacterized protein LOC101760906 [Setaria italica],Chr7,18046516,18046857,1,1,2024_N120,number_of_tillers,MLM,2.22720573090551e-08,0,0,124,3
Seita.7G348500,--,-,Chr7,14083222,14085136,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,20134,3
Seita.7G042500,EMB2758,XP_022683801.1 pentatricopeptide repeat-containing protein At4g33990-like [Setaria italica],Chr7,14094903,14099640,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,5630,3
Seita.7G042600,LECRKS5,XP_004977850.2 probable L-type lectin-domain containing receptor kinase S.5 [Setaria italica],Chr7,14111864,14117043,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,6594,3
Seita.7G042700,--,RCV32931.1 hypothetical protein SETIT_7G042700v2 [Setaria italica],Chr7,14117389,14118263,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,12119,3
Seita.7G042800,PAP27,XP_004975216.1 nucleotide pyrophosphatase/phosphodiesterase [Setaria italica],Chr7,14128351,14133915,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,23081,3
Seita.7G042900,LECRK91,XP_004975217.1 L-type lectin-domain containing receptor kinase IX.1 [Setaria italica],Chr7,14138620,14142477,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,33350,3
Seita.7G348600,--,"XP_004952486.1 uncharacterized protein LOC101781783, partial [Setaria italica]",Chr7,14149701,14151868,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,44431,3
Seita.7G043000,WRKY51,XP_004975218.1 WRKY transcription factor WRKY51 [Setaria italica],Chr7,14152948,14155103,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,47678,3
Seita.7G043100,RGA1,XP_012703299.1 disease resistance protein RGA2 [Setaria italica],Chr7,14166816,14172529,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,61546,3
Seita.7G043200,PRMS,RCV32936.1 hypothetical protein SETIT_7G043200v2 [Setaria italica],Chr7,14173055,14174951,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,67785,3
Seita.7G348700,PRN2,XP_004981064.1 pirin-like protein isoform X3 [Setaria italica],Chr7,14175375,14177377,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,70105,3
Seita.7G043300,--,XP_004977853.1 pathogenesis-related protein 1C [Setaria italica],Chr7,14185386,14185928,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,80116,3
Seita.7G043400,RUS1,"XP_004975224.2 protein root UVB sensitive 1, chloroplastic [Setaria italica]",Chr7,14186490,14190675,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,81220,3
Seita.7G348800,--,KAG2565367.1 hypothetical protein PVAP13_7NG268100 [Panicum virgatum],Chr7,14191126,14191956,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,85856,3
Seita.7G043500,TIC32,RCV32939.1 hypothetical protein SETIT_7G043500v2 [Setaria italica],Chr7,14195502,14199487,1,1,2024_N120,number_of_tillers,MLM,2.3122107509007e-08,0,0,90232,3
Seita.6G069900,CRK40,RCV30136.1 hypothetical protein SETIT_6G069900v2 [Setaria italica],Chr6,6222738,6237560,1,1,2024_N40,protein_pct,FarmCPU,2.52534967933823e-08,0,0,11820,3
Seita.1G317200,ATL46,RCV08330.1 hypothetical protein SETIT_1G317200v2 [Setaria italica],Chr1,40347289,40349936,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,4743,3
Seita.3G097400,CBP1,XP_004960778.1 serine carboxypeptidase 1 [Setaria italica],Chr3,6336782,6342083,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,6094,3
Seita.3G097500,CBP1,RCV15937.1 hypothetical protein SETIT_3G097500v2 [Setaria italica],Chr3,6343025,6347087,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,1090,3
Seita.3G097600,OsI_35671,XP_004960779.1 PHD finger protein ALFIN-LIKE 8 [Setaria italica],Chr3,6350666,6354482,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,2489,3
Seita.3G097700,STI,XP_012699803.2 protein STICHEL isoform X1 [Setaria italica],Chr3,6355775,6369290,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,7598,3
Seita.3G418800,--,CAD6268025.1 unnamed protein product [Miscanthus lutarioriparius],Chr3,6377612,6378094,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,29435,3
Seita.3G097800,--,RCV15947.1 hypothetical protein SETIT_3G097800v2 [Setaria italica],Chr3,6380901,6382043,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32724,3
Seita.3G097900,BBX22,XP_004960780.2 B-box zinc finger protein 20 [Setaria italica],Chr3,6382020,6385087,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,33843,3
Seita.3G098000,AP17,XP_004960781.1 AP-2 complex subunit sigma isoform X1 [Setaria italica],Chr3,6387128,6391867,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,38951,3
Seita.3G098100,ZHD3,RCV15950.1 hypothetical protein SETIT_3G098100v2 [Setaria italica],Chr3,6397190,6400737,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,49013,3
Seita.3G098200,ycf45,XP_004960783.1 uncharacterized protein ycf45 [Setaria italica],Chr3,6402591,6408386,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,54414,3
Seita.3G098300,Os06g0520600,XP_004960785.2 L10-interacting MYB domain-containing protein isoform X1 [Setaria italica],Chr3,6408680,6411468,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,60503,3
Seita.3G098400,MADS13,XP_034586336.1 MADS-box transcription factor 13-like isoform X1 [Setaria viridis],Chr3,6412979,6418023,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,64802,3
Seita.3G098500,--,RCV15957.1 hypothetical protein SETIT_3G098500v2 [Setaria italica],Chr3,6422836,6424560,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,74659,3
Seita.3G098600,--,RCV15958.1 hypothetical protein SETIT_3G098600v2 [Setaria italica],Chr3,6425068,6426912,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,76891,3
Seita.3G098700,--,XP_004960788.1 uncharacterized protein LOC101777671 [Setaria italica],Chr3,6427072,6432416,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,78895,3
Seita.3G098800,MADS33,RCV15959.1 hypothetical protein SETIT_3G098800v2 [Setaria italica],Chr3,6427506,6432274,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,79329,3
Seita.3G098900,GXM2,RCV15963.1 hypothetical protein SETIT_3G098900v2 [Setaria italica],Chr3,6432908,6434228,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,84731,3
Seita.3G394300,--,RCV19543.1 hypothetical protein SETIT_3G394300v2 [Setaria italica],Chr3,51763688,51766028,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,3813,3
Seita.3G394400,PLR_Lp1,XP_004963224.1 isoflavone reductase homolog [Setaria italica],Chr3,51782467,51785935,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,12626,3
Seita.3G394500,At5g01750,XP_004963225.1 protein LURP-one-related 10-like isoform X1 [Setaria italica],Chr3,51806961,51808845,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,37120,3
Seita.3G394600,--,RCV19546.1 hypothetical protein SETIT_3G394600v2 [Setaria italica],Chr3,51813107,51816019,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,43266,3
Seita.3G394700,ATXR7,XP_004963226.1 histone-lysine N-methyltransferase ATXR7 [Setaria italica],Chr3,51820664,51832112,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,50823,3
Seita.3G394800,CAT1,XP_004964213.1 cationic amino acid transporter 1 [Setaria italica],Chr3,51833397,51835353,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,63556,3
Seita.3G394900,NFYA7,XP_004963231.1 nuclear transcription factor Y subunit A-7 [Setaria italica],Chr3,51838000,51842609,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,68159,3
Seita.3G395000,HOX33,XP_004963232.1 homeobox-leucine zipper protein HOX33 [Setaria italica],Chr3,51856699,51863407,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,86858,3
Seita.3G395100,prmC,RCV19555.1 hypothetical protein SETIT_3G395100v2 [Setaria italica],Chr3,51863866,51867466,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,94025,3
Seita.3G395200,dnaJ,XP_004963233.1 uncharacterized protein LOC101784694 [Setaria italica],Chr3,51870122,51875710,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,100281,3
Seita.3G395300,MVD2,"XP_004963234.1 diphosphomevalonate decarboxylase MVD2, peroxisomal [Setaria italica]",Chr3,51881022,51884988,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,111181,3
Seita.3G395400,WAP,XP_004963235.1 WPP domain-associated protein [Setaria italica],Chr3,51886581,51890845,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,116740,3
Seita.3G395500,--,XP_004963236.1 GDP-L-galactose phosphorylase 1 isoform X2 [Setaria italica],Chr3,51891176,51896048,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,121335,3
Seita.5G119300,RPL17,XP_004968334.1 60S ribosomal protein L17 [Setaria italica],Chr5,10050187,10052940,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,3368,3
Seita.5G119400,LOB,XP_004968335.1 LOB domain-containing protein 4 [Setaria italica],Chr5,10067316,10070344,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,11008,3
Seita.5G121900,PLD1,XP_012701170.1 phospholipase D alpha 1-like isoform X1 [Setaria italica],Chr5,10279818,10284543,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32178,3
Seita.5G482500,--,-,Chr5,10285294,10287521,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,29200,3
Seita.5G122000,PER25,XP_004968364.1 peroxidase 25 [Setaria italica],Chr5,10289216,10291111,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,25610,3
Seita.5G122100,ATS3A,XP_004968365.1 embryo-specific protein ATS3A [Setaria italica],Chr5,10291732,10293001,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,23720,3
Seita.5G482600,At3g15720,TKW13706.1 hypothetical protein SEVIR_5G118800v2 [Setaria viridis],Chr5,10293825,10295824,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,20897,3
Seita.5G122300,At1g52590,RCV24886.1 hypothetical protein SETIT_5G122300v2 [Setaria italica],Chr5,10295231,10297143,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,19578,3
Seita.5G122400,At2g34160,XP_004968371.1 uncharacterized protein At2g34160 [Setaria italica],Chr5,10297583,10299632,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,17089,3
Seita.5G122500,GLYI4,XP_034593584.1 uncharacterized protein LOC117855359 [Setaria viridis],Chr5,10304879,10307324,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,9397,3
Seita.5G122600,FRS7,XP_004968375.1 uncharacterized protein LOC101776624 isoform X2 [Setaria italica],Chr5,10308479,10316316,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,405,3
Seita.5G482700,--,-,Chr5,10315404,10315859,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,862,3
Seita.5G122700,CESA1,XP_004968377.1 probable cellulose synthase A catalytic subunit 1 [UDP-forming] [Setaria italica],Chr5,10317688,10324790,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,967,3
Seita.5G122800,ABCC3,XP_004968378.2 ABC transporter C family member 3 [Setaria italica],Chr5,10338966,10346275,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,22245,3
Seita.5G122900,HY5,XP_004968380.1 transcription factor HY5 [Setaria italica],Chr5,10344655,10347294,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,27934,3
Seita.5G123000,At1g80180,XP_004968382.1 MAPK kinase substrate protein At1g80180 [Setaria italica],Chr5,10347618,10351873,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,30897,3
Seita.5G123100,CBR2,XP_004968383.1 NADH-cytochrome b5 reductase-like protein [Setaria italica],Chr5,10352998,10357663,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,36277,3
Seita.5G135200,--,RCV25045.1 hypothetical protein SETIT_5G135200v2 [Setaria italica],Chr5,11842372,11845537,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,172818,3
Seita.5G135300,NAC075,XP_014660788.1 uncharacterized protein LOC101755562 isoform X1 [Setaria italica],Chr5,11850455,11856732,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,161623,3
Seita.5G487700,--,XP_022680517.1 uncharacterized protein LOC111256597 [Setaria italica],Chr5,11869378,11870603,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,147752,3
Seita.5G135400,MPP,XP_004968500.1 mitochondrial-processing peptidase subunit alpha [Setaria italica],Chr5,11874239,11879911,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,138444,3
Seita.5G135500,PFK3,XP_004968501.1 ATP-dependent 6-phosphofructokinase 6 isoform X1 [Setaria italica],Chr5,11891914,11895620,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,122735,3
Seita.5G135600,AUR1,XP_004968502.1 serine/threonine-protein kinase Aurora-2 [Setaria italica],Chr5,11895672,11899410,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,118945,3
Seita.5G135700,MYB87,XP_004968503.1 transcription factor RAX2 [Setaria italica],Chr5,11915164,11916980,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,101375,3
Seita.5G487800,Os01g0192000,XP_034596902.1 zinc finger CCCH domain-containing protein 2-like [Setaria viridis],Chr5,11929069,11931496,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,86859,3
Seita.5G487900,--,-,Chr5,11939494,11940015,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,78340,3
Seita.5G135900,KUA1,XP_014660810.1 transcription factor MYBS3 [Setaria italica],Chr5,11944379,11946296,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,72059,3
Seita.5G488000,--,XP_004959045.1 hydroxyproline O-galactosyltransferase GALT6 [Setaria italica],Chr5,11956251,11956577,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,61778,3
Seita.5G136000,--,XP_004968504.1 MAR-binding filament-like protein 1-1 [Setaria italica],Chr5,11957011,11961800,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,56555,3
Seita.5G136100,NDL2,XP_004968506.1 pollen-specific protein SF21 [Setaria italica],Chr5,11962082,11965238,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,53117,3
Seita.5G136200,ACS7,XP_004968507.1 1-aminocyclopropane-1-carboxylate synthase 7 [Setaria italica],Chr5,11993449,11995484,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,22871,3
Seita.5G488100,--,-,Chr5,12000168,12002790,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,15565,3
Seita.5G136300,DOF4,XP_034598078.1 dof zinc finger protein DOF1.7 [Setaria viridis],Chr5,12030455,12032577,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,12100,3
Seita.5G136400,--,RCV25062.1 hypothetical protein SETIT_5G136400v2 [Setaria italica],Chr5,12033480,12035674,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,15125,3
Seita.5G136500,At4g29420,XP_004968509.1 F-box/LRR-repeat protein At4g29420 [Setaria italica],Chr5,12035965,12038532,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,17610,3
Seita.5G136700,--,RCV25065.1 hypothetical protein SETIT_5G136700v2 [Setaria italica],Chr5,12046915,12048016,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28560,3
Seita.5G136800,CT0009,XP_004968510.1 uncharacterized protein LOC101760714 [Setaria italica],Chr5,12048267,12058466,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,29912,3
Seita.5G488200,GIP,RLN39601.1 hypothetical protein C2845_PM01G10330 [Panicum miliaceum],Chr5,12050571,12054820,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32216,3
Seita.5G136900,ALY2,XP_004968511.1 protein ALWAYS EARLY 2 [Setaria italica],Chr5,12058521,12067393,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,40166,3
Seita.5G137000,--,XP_004968512.1 uncharacterized protein LOC101761634 [Setaria italica],Chr5,12067179,12071534,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,48824,3
Seita.5G488300,--,TKW13960.1 hypothetical protein SEVIR_5G135201v2 [Setaria viridis],Chr5,12074531,12076961,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,56176,3
Seita.5G137100,--,RCV25072.1 hypothetical protein SETIT_5G137100v2 [Setaria italica],Chr5,12075321,12075959,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,56966,3
Seita.5G488400,--,TKW05681.1 hypothetical protein SEVIR_7G192600v2 [Setaria viridis],Chr5,12080509,12082048,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,62154,3
Seita.5G137200,IQD6,XP_004968513.1 protein IQ-DOMAIN 1 [Setaria italica],Chr5,12087691,12090696,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,69336,3
Seita.5G488500,--,XP_004971737.2 EPIDERMAL PATTERNING FACTOR-like protein 3 [Setaria italica],Chr5,12096653,12097193,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,78298,3
Seita.5G137300,--,RCV25074.1 hypothetical protein SETIT_5G137300v2 [Setaria italica],Chr5,12097340,12097648,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,78985,3
Seita.5G137400,NPR1,XP_004968514.1 BTB/POZ domain and ankyrin repeat-containing protein NPR1 [Setaria italica],Chr5,12097876,12102702,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,79521,3
